Index,Frequency
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,-522.34
7,59.35
8,95.4
9,137.47
10,255.07
11,314.83
12,355.49
13,416.54
14,491.28
15,527.86
16,555.72
17,714.8
18,730.74
19,795.88
20,875.77
21,925.38
22,936.07
23,966.35
24,997.11
25,1021.54
26,1056.79
27,1093.84
28,1116.89
29,1202.5
30,1233.81
31,1258.27
32,1271.27
33,1301.46
34,1363.29
35,1422.8
36,1442.44
37,1511.5
38,1572.09
39,3042.42
40,3046.98
41,3048.52
42,3055.16
43,3074.61
44,3080.41
45,3084.89
46,3114.16
47,3133.62
